Product code,Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
IDCJAC0009,140000,2011,12,11,3.2,1,Y
IDCJAC0009,140000,2011,12,12,2.8,1,Y
IDCJAC0009,140000,2011,12,13,0.0,,Y
IDCJAC0009,140000,2011,12,14,0.0,,Y
IDCJAC0009,140000,2011,12,15,0.0,,Y
IDCJAC0009,140000,2011,12,16,1.0,1,Y
IDCJAC0009,140000,2011,12,17,0.0,,Y
IDCJAC0009,140000,2011,12,18,0.0,,Y
IDCJAC0009,140000,2011,12,19,0.0,,Y
IDCJAC0009,140000,2011,12,20,0.0,,Y
IDCJAC0009,140000,2011,12,21,0.0,,Y
IDCJAC0009,140000,2011,12,22,0.0,,Y
IDCJAC0009,140000,2011,12,23,0.0,,Y
IDCJAC0009,140000,2011,12,24,0.6,1,Y
IDCJAC0009,140000,2011,12,25,3.8,1,Y
IDCJAC0009,140000,2011,12,26,0.0,,Y
IDCJAC0009,140000,2011,12,27,0.0,,Y
IDCJAC0009,140000,2011,12,28,0.0,,Y
IDCJAC0009,140000,2011,12,29,0.0,,Y
IDCJAC0009,140000,2011,12,30,0.4,1,Y
IDCJAC0009,140000,2011,12,31,0.0,,Y
IDCJAC0009,140000,2012,01,01,0.0,,Y
IDCJAC0009,140000,2012,01,02,0.0,,Y
IDCJAC0009,140000,2012,01,03,0.0,,Y
IDCJAC0009,140000,2012,01,04,0.0,,Y
IDCJAC0009,140000,2012,01,05,0.0,,Y
IDCJAC0009,140000,2012,01,06,0.0,,Y
IDCJAC0009,140000,2012,01,07,0.0,,Y
IDCJAC0009,140000,2012,01,08,0.0,,Y
IDCJAC0009,140000,2012,01,09,0.0,,Y
IDCJAC0009,140000,2012,01,10,0.0,,Y
IDCJAC0009,140000,2012,01,11,0.0,,Y
IDCJAC0009,140000,2012,01,12,0.0,,Y
IDCJAC0009,140000,2012,01,13,0.0,,Y
IDCJAC0009,140000,2012,01,14,0.0,,Y
IDCJAC0009,140000,2012,01,15,3.2,1,Y
IDCJAC0009,140000,2012,01,16,9.6,1,Y
IDCJAC0009,140000,2012,01,17,2.6,1,Y
IDCJAC0009,140000,2012,01,18,2.0,1,Y
IDCJAC0009,140000,2012,01,19,14.4,1,Y
IDCJAC0009,140000,2012,01,20,0.0,,Y
IDCJAC0009,140000,2012,01,21,3.0,1,Y
IDCJAC0009,140000,2012,01,22,0.0,,Y
IDCJAC0009,140000,2012,01,23,2.0,1,Y
IDCJAC0009,140000,2012,01,24,9.2,1,Y
IDCJAC0009,140000,2012,01,25,31.4,1,Y
IDCJAC0009,140000,2012,01,26,3.8,1,Y
IDCJAC0009,140000,2012,01,27,3.8,1,Y
IDCJAC0009,140000,2012,01,28,16.0,1,Y
IDCJAC0009,140000,2012,01,29,7.6,1,Y
IDCJAC0009,140000,2012,01,30,2.0,1,Y
IDCJAC0009,140000,2012,01,31,0.4,1,Y
IDCJAC0009,140000,2012,02,01,0.0,,Y
IDCJAC0009,140000,2012,02,02,0.4,1,Y
IDCJAC0009,140000,2012,02,03,0.4,1,Y
IDCJAC0009,140000,2012,02,04,2.8,1,Y
IDCJAC0009,140000,2012,02,05,0.0,,Y
IDCJAC0009,140000,2012,02,06,0.0,,Y
IDCJAC0009,140000,2012,02,07,0.6,1,Y
IDCJAC0009,140000,2012,02,08,20.6,1,Y
IDCJAC0009,140000,2012,02,09,0.0,,Y
IDCJAC0009,140000,2012,02,10,0.0,,Y
IDCJAC0009,140000,2012,02,11,0.0,,Y
IDCJAC0009,140000,2012,02,12,26.0,1,Y
IDCJAC0009,140000,2012,02,13,5.0,1,Y
IDCJAC0009,140000,2012,02,14,22.2,1,Y
IDCJAC0009,140000,2012,02,15,21.4,1,Y
IDCJAC0009,140000,2012,02,16,0.0,,Y
IDCJAC0009,140000,2012,02,17,0.0,,Y
IDCJAC0009,140000,2012,02,18,0.0,,Y
IDCJAC0009,140000,2012,02,19,0.0,,Y
IDCJAC0009,140000,2012,02,20,0.0,,Y
IDCJAC0009,140000,2012,02,21,0.0,,Y
IDCJAC0009,140000,2012,02,22,0.0,,Y
IDCJAC0009,140000,2012,02,23,14.2,1,Y
IDCJAC0009,140000,2012,02,24,1.6,1,Y
IDCJAC0009,140000,2012,02,25,8.2,1,Y
IDCJAC0009,140000,2012,02,26,23.6,1,Y
IDCJAC0009,140000,2012,02,27,0.0,,Y
IDCJAC0009,140000,2012,02,28,0.0,,Y
IDCJAC0009,140000,2012,02,29,0.2,1,Y
IDCJAC0009,140000,2012,03,01,0.0,,Y
IDCJAC0009,140000,2012,03,02,0.0,,Y
IDCJAC0009,140000,2012,03,03,0.0,,Y
IDCJAC0009,140000,2012,03,04,0.0,,Y
IDCJAC0009,140000,2012,03,05,9.2,1,Y
IDCJAC0009,140000,2012,03,06,0.8,1,Y
IDCJAC0009,140000,2012,03,07,3.2,1,Y
IDCJAC0009,140000,2012,03,08,0.6,1,Y
IDCJAC0009,140000,2012,03,09,0.0,,Y
IDCJAC0009,140000,2012,03,10,0.0,,Y
IDCJAC0009,140000,2012,03,11,0.0,,Y
IDCJAC0009,140000,2012,03,12,0.0,,Y
IDCJAC0009,140000,2012,03,13,0.0,,Y
IDCJAC0009,140000,2012,03,14,0.0,,Y
IDCJAC0009,140000,2012,03,15,5.0,1,Y
IDCJAC0009,140000,2012,03,16,1.4,1,Y
IDCJAC0009,140000,2012,03,17,0.4,1,Y
IDCJAC0009,140000,2012,03,18,20.6,1,Y
IDCJAC0009,140000,2012,03,19,0.0,,Y
IDCJAC0009,140000,2012,03,20,3.2,1,Y
IDCJAC0009,140000,2012,03,21,2.6,1,Y
IDCJAC0009,140000,2012,03,22,8.0,1,Y
IDCJAC0009,140000,2012,03,23,24.2,1,Y
IDCJAC0009,140000,2012,03,24,0.0,,Y
IDCJAC0009,140000,2012,03,25,0.0,,Y
IDCJAC0009,140000,2012,03,26,0.0,,Y
IDCJAC0009,140000,2012,03,27,0.0,,Y
IDCJAC0009,140000,2012,03,28,0.0,,Y
IDCJAC0009,140000,2012,03,29,0.0,,Y
IDCJAC0009,140000,2012,03,30,0.0,,Y
IDCJAC0009,140000,2012,03,31,0.8,1,Y
IDCJAC0009,140000,2012,04,01,0.0,,Y
IDCJAC0009,140000,2012,04,02,0.0,,Y
IDCJAC0009,140000,2012,04,03,0.0,,Y
IDCJAC0009,140000,2012,04,04,0.0,,Y
IDCJAC0009,140000,2012,04,05,0.0,,Y
IDCJAC0009,140000,2012,04,06,0.0,,Y
IDCJAC0009,140000,2012,04,07,0.0,,Y
IDCJAC0009,140000,2012,04,08,0.0,,Y
IDCJAC0009,140000,2012,04,09,0.0,,Y
IDCJAC0009,140000,2012,04,10,0.2,1,Y
IDCJAC0009,140000,2012,04,11,0.0,,Y
IDCJAC0009,140000,2012,04,12,0.0,,Y
IDCJAC0009,140000,2012,04,13,0.0,,Y
IDCJAC0009,140000,2012,04,14,4.0,1,Y
IDCJAC0009,140000,2012,04,15,0.6,1,Y
IDCJAC0009,140000,2012,04,16,0.4,1,Y
IDCJAC0009,140000,2012,04,17,0.0,,Y
IDCJAC0009,140000,2012,04,18,0.0,,Y
IDCJAC0009,140000,2012,04,19,0.0,,Y
IDCJAC0009,140000,2012,04,20,0.0,,Y
IDCJAC0009,140000,2012,04,21,0.0,,Y
IDCJAC0009,140000,2012,04,22,0.0,,Y
IDCJAC0009,140000,2012,04,23,0.0,,Y
IDCJAC0009,140000,2012,04,24,0.0,,Y
IDCJAC0009,140000,2012,04,25,0.8,1,Y
IDCJAC0009,140000,2012,04,26,0.0,,Y
IDCJAC0009,140000,2012,04,27,0.4,1,Y
IDCJAC0009,140000,2012,04,28,21.0,1,Y
IDCJAC0009,140000,2012,04,29,3.2,1,Y
IDCJAC0009,140000,2012,04,30,0.2,1,Y
IDCJAC0009,140000,2012,05,01,0.0,,Y
IDCJAC0009,140000,2012,05,02,2.6,1,Y
IDCJAC0009,140000,2012,05,03,0.6,1,Y
IDCJAC0009,140000,2012,05,04,0.0,,Y
IDCJAC0009,140000,2012,05,05,1.6,1,Y
IDCJAC0009,140000,2012,05,06,0.0,,Y
IDCJAC0009,140000,2012,05,07,0.0,,Y
IDCJAC0009,140000,2012,05,08,0.0,,Y
IDCJAC0009,140000,2012,05,09,0.0,,Y
IDCJAC0009,140000,2012,05,10,0.0,,Y
IDCJAC0009,140000,2012,05,11,0.0,,Y
IDCJAC0009,140000,2012,05,12,0.0,,Y
IDCJAC0009,140000,2012,05,13,0.0,,Y
IDCJAC0009,140000,2012,05,14,0.0,,Y
IDCJAC0009,140000,2012,05,15,0.0,,Y
IDCJAC0009,140000,2012,05,16,0.0,,Y
IDCJAC0009,140000,2012,05,17,0.0,,Y
IDCJAC0009,140000,2012,05,18,0.0,,Y
IDCJAC0009,140000,2012,05,19,0.0,,Y
IDCJAC0009,140000,2012,05,20,0.0,,Y
IDCJAC0009,140000,2012,05,21,0.0,,Y
IDCJAC0009,140000,2012,05,22,0.0,,Y
IDCJAC0009,140000,2012,05,23,0.0,,Y
IDCJAC0009,140000,2012,05,24,0.0,,Y
IDCJAC0009,140000,2012,05,25,8.2,1,Y
IDCJAC0009,140000,2012,05,26,12.0,1,Y
IDCJAC0009,140000,2012,05,27,0.0,,Y
IDCJAC0009,140000,2012,05,28,0.0,,Y
IDCJAC0009,140000,2012,05,29,0.0,,Y
IDCJAC0009,140000,2012,05,30,1.0,1,Y
IDCJAC0009,140000,2012,05,31,0.2,1,Y
IDCJAC0009,140000,2012,06,01,0.4,1,Y
IDCJAC0009,140000,2012,06,02,5.8,1,Y
